name,dob,height,reach,weight_lbs,stance,fights_in_ufc,last_fight_date,last_weight_lbs,global_elo,peak_elo,win_streak,loss_streak,sum_win_elo,count_win_elo,total_fight_time_sec,deep_water_fights,total_finishes,late_finishes,champ_finishes,ko_losses,late_losses,total_decisions,dec_wins,all_time_slpm,ema_slpm,all_time_sapm,ema_sapm,all_time_str_att_rate,ema_str_att_rate,all_time_sig_acc,ema_sig_acc,all_time_sig_def,ema_sig_def,all_time_sig_to_total,ema_sig_to_total,all_time_head_hunter,ema_head_hunter,all_time_body_snatcher,ema_body_snatcher,all_time_leg_kicker,ema_leg_kicker,all_time_dist_pct,ema_dist_pct,all_time_clinch_pct,ema_clinch_pct,all_time_gnp_pct,ema_gnp_pct,all_time_kd_yield,ema_kd_yield,all_time_head_def,ema_head_def,all_time_body_def,ema_body_def,all_time_leg_def,ema_leg_def,all_time_chin_vuln,ema_chin_vuln,all_time_sprawl_def,ema_sprawl_def,all_time_td_absorbed_pm,ema_td_absorbed_pm,all_time_sub_danger,ema_sub_danger,all_time_sweeps_absorbed,ema_sweeps_absorbed,all_time_td_att_rate_15m,ema_td_att_rate_15m,all_time_td_landed_rate_15m,ema_td_landed_rate_15m,all_time_td_acc,ema_td_acc,all_time_ctrl_ratio,ema_ctrl_ratio,all_time_ctrl_per_td,ema_ctrl_per_td,all_time_sub_att_rate_15m,ema_sub_att_rate_15m,all_time_sub_agg,ema_sub_agg,all_time_sweep_rate_15m,ema_sweep_rate_15m,all_time_fight_time_sec,ema_fight_time_sec,all_time_opp_elo,ema_opp_elo,all_time_fights_per_year,ema_fights_per_year,primary_weight,div_elo_json,peak_div_elo_json,strike_elo,grapple_elo
Curtis Stout,1973-11-07 00:00:00,185.42,181.64664388762338,185.0,Southpaw,2,2004-06-19 00:00:00,185.0,1097.4263779947987,1200.0,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0.510958904109589,0.3865753424657534,2.936301369863014,3.321780821917808,0.7253424657534246,0.5552054794520548,0.6904761904761905,0.6809523809523809,0.3055555555555556,0.29444444444444445,0.13308589607635207,0.09936373276776245,0.14285714285714285,0.2857142857142857,0.21428571428571427,0.42857142857142855,0.6428571428571428,0.7857142857142857,0.9,0.94,0.0,0.0,0.1,0.2,0.0,0.0,0.6428571428571428,0.5999999999999999,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.5,0.26438356164383564,0.23863013698630137,0.16438356164383564,0.32876712328767127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00410958904109589,0.00821917808219178,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,482.5,529.5,1200.0,1200.0,0.15057755775577558,0.30115511551155116,185.0,"{""Middleweight"": 1097.4263779947987}","{""Middleweight"": 1155.0}",999.25,970.75
Ericka Almeida,1989-03-05 00:00:00,167.64000000000001,181.64664388762338,115.0,Orthodox,2,2015-10-24 00:00:00,115.0,1117.4234941046473,1200.0,0,2,0.0,0,0.0,2,0,0,0,0,2,0,0,1.0666666666666667,0.9866666666666666,3.333333333333333,3.0933333333333333,2.7,2.6066666666666665,0.3915847665847666,0.3754914004914005,0.43432539682539684,0.43281746031746027,0.36979166666666663,0.38437499999999997,0.8366093366093366,0.8803439803439803,0.13851351351351351,0.09391891891891892,0.024877149877149878,0.025737100737100737,0.5668016194331984,0.7093117408906883,0.354251012145749,0.24331983805668014,0.07894736842105263,0.15789473684210525,0.0,0.0,0.5155826558265583,0.5315718157181571,0.175,0.35,0.038461538461538436,0.05384615384615381,0.0,0.0,0.3,0.6,0.16666666666666669,0.18,0.0,0.0,0.0,0.0,1.5,1.7,0.5,1.0,0.45454545454545453,0.9090909090909091,0.11833333333333333,0.08566666666666667,246.8181818181818,280.09090909090907,0.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,1221.4114556133354,1219.4712534978557,1.2414965986394557,2.4829931972789114,115.0,"{""Strawweight"": 1117.4234941046473}","{""Strawweight"": 1156.4295062564959}",990.7201954809168,979.542608781833
John Matua,,187.96,181.64664388762338,400.0,Orthodox,0,,0.0,1200.0,1200.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,{},{},,
Macksom Lee,1999-01-06 00:00:00,185.42,190.5,135.0,Orthodox,0,,0.0,1200.0,1200.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,{},{},,
Randy Brown,1990-07-08 00:00:00,190.5,198.12,170.0,Orthodox,22,2026-04-11 00:00:00,170.0,1393.2975611044849,1482.8410478390983,0,2,18371.746671912242,14,0.0,12,7,1,0,3,3,0,0,4.427898986195382,4.662749737754719,3.317446680197073,3.96487619542133,9.894447570762201,10.685709692679126,0.45871182451208586,0.45004862476032914,0.5402756559685844,0.49029512171597717,0.8150080164177893,0.8388812449402616,0.7687399749773396,0.712295544015577,0.1299546196222247,0.1618698002399563,0.10130540540043559,0.12583465574446653,0.7192224372902437,0.8549476356295931,0.1658328630938345,0.1111615693490996,0.11494469961592199,0.03389079502130724,0.947941892025913,0.7283843563693977,0.7168815222678858,0.6895886923677386,0.41942938441144184,0.25656607280443355,0.25918116887361753,0.17945183900371994,0.017334634774984536,0.03508282228872325,0.8462662337662337,0.9503947347765007,0.07397224059724682,0.02222256599434804,0.06306723310882342,0.05717600402339571,0.0909090909090909,0.004747561509942996,1.8616528971718613,1.8919638772859484,0.7317766120009194,0.2961773315154016,0.2541215717711551,0.08086192658765005,0.16722425303027647,0.08491947453335459,332.0661157024793,551.3233364542701,0.6864552126944731,0.20114142824838144,0.31251447365901325,0.21039920961303163,0.24345549738219893,0.0984988842681155,630.6363636363635,658.3908267814547,1325.2526651722876,1367.499039212766,2.3504605973256325,2.2717596113166585,170.0,"{""Welterweight"": 1396.114429090137}","{""Welterweight"": 1478.3958214632657}",1106.6865808420907,1093.6983225138042
Terrance Chatman,1997-05-05 00:00:00,182.88,193.04,265.0,Orthodox,1,2026-08-22 00:00:00,265.0,1132.5,1200.0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0.22304832713754646,0.22304832713754646,1.1152416356877324,1.1152416356877324,0.8921933085501859,0.8921933085501859,0.25,0.25,0.4444444444444444,0.4444444444444444,0.5,0.5,0.75,0.75,0.0,0.0,0.25,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.6666666666666667,0.22304832713754646,0.22304832713754646,0.22304832713754646,0.22304832713754646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007434944237918215,0.007434944237918215,20.0,20.0,3.3457249070631967,3.3457249070631967,7.5,7.5,0.0,0.0,269.0,269.0,1200.0,1200.0,0.0,0.0,265.0,"{""Heavyweight"": 1132.5}","{""Heavyweight"": 1132.5}",1000.0,1000.0
Fabio Nascimento,1981-03-18 00:00:00,177.8,181.64664388762338,185.0,Orthodox,0,,0.0,1200.0,1200.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,{},{},,
Michal Figlak,1996-08-15 00:00:00,177.8,177.8,155.0,Orthodox,2,2024-04-27 00:00:00,155.0,1119.362160045558,1200.0,0,2,0.0,0,0.0,2,0,0,0,0,2,0,0,4.0,3.1466666666666665,4.933333333333334,4.56,10.2,8.68,0.3648809523809524,0.33559523809523806,0.5086299892125135,0.4829557713052858,0.7145454545454546,0.6323636363636363,0.7973214285714285,0.7867261904761904,0.12857142857142856,0.1438095238095238,0.07410714285714286,0.06946428571428571,0.9246894409937889,0.9119565217391304,0.021739130434782608,0.043478260869565216,0.05357142857142857,0.075,0.0,0.0,0.6203703703703705,0.604320987654321,0.1564039408866995,0.12241379310344826,0.13333333333333336,0.2666666666666667,0.0,0.0,0.5714285714285714,0.5714285714285714,0.2,0.19999999999999998,0.0,0.0,0.5,0.7,4.0,4.4,0.5,0.7,0.09803921568627452,0.13725490196078433,0.10666666666666666,0.10622222222222222,528.1818181818181,351.45454545454544,0.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,1142.1216753062135,1144.683455621699,0.303156146179402,0.606312292358804,155.0,"{""Lightweight"": 1119.4211959045222}","{""Lightweight"": 1150.5764914527722}",987.9361578729331,981.9096352942606
Hakeem Dawodu,1991-07-02 00:00:00,172.72,185.42000000000002,145.0,Orthodox,10,2023-08-12 00:00:00,145.0,1274.17113648945,1357.6278451755195,0,2,7358.640260474962,6,0.0,9,1,1,0,0,3,0,0,5.366909486273443,5.743470296990213,3.3366440155839445,4.394894119660614,10.123211017486636,10.542185546527316,0.5475508077054513,0.5429392114616163,0.577243021488068,0.5347139219693016,0.8439429369399407,0.7875600447617769,0.6089466246518783,0.6286500900052774,0.18695597258783805,0.19945504815331616,0.2040974027602836,0.1761675967002298,0.8519678701038305,0.842794233352554,0.1394080512720909,0.15339118745809285,0.008624078624078622,0.015061110565110562,0.12484394506866418,0.14687765293383265,0.6285061497336364,0.6196261284497613,0.30225188481028303,0.209068200654987,0.5756898656898657,0.4270932356410256,0.047619047619047616,0.01921600333333332,0.6831501831501832,0.5305468234615384,0.11333333333333334,0.1386839733333333,0.16717948717948716,0.07580247230769226,0.0,0.0,0.19999999999999998,0.16054800999999994,0.0,0.0,0.0,0.0,0.08842285041224972,0.12347223349556338,791.0,1109.5539604,0.0,0.0,0.0,0.0,0.4,0.7809699999999999,808.8,863.4555146729999,1250.8432351754898,1278.0694982428752,1.7613937701141111,1.5990561585770444,145.0,"{""Featherweight"": 1269.2192472563518}","{""Featherweight"": 1357.7221185165135}",1084.0236211714962,995.4781881569897
Robert Ruchala,1998-05-15 00:00:00,172.72,182.88,145.0,Switch,2,2026-04-04 00:00:00,145.0,1144.7675539221518,1200.0,0,2,0.0,0,0.0,2,0,0,0,0,2,0,0,3.3666666666666667,2.9266666666666667,5.2,4.426666666666667,9.8,8.44,0.34627525252525254,0.3494318181818182,0.47404120767033864,0.5124949000407997,0.8003220611916264,0.7320450885668277,0.6991792929292929,0.6778409090909091,0.22664141414141414,0.2526515151515151,0.07417929292929293,0.06950757575757575,0.8448200175592625,0.8245390693590868,0.1551799824407375,0.17546093064091306,0.0,0.0,0.0,0.0,0.5933794466403162,0.6458827404479578,0.24743709226467847,0.3139794967381174,0.2604166666666667,0.23124999999999998,0.0,0.0,0.5,1.0,0.06666666666666667,0.09333333333333332,0.0,0.0,0.0,0.0,4.5,5.1,1.0,1.4,0.1639344262295082,0.22950819672131148,0.1911111111111111,0.2373333333333333,405.71428571428567,296.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,1251.784784714665,1272.498698600531,0.8690476190476191,1.7380952380952381,145.0,"{""Featherweight"": 1144.774466956261}","{""Featherweight"": 1178.5023021074737}",983.2179943369895,990.4440832616446
Dennis Dombrow,1986-03-17 00:00:00,178.08301833568407,181.64664388762338,145.0,Orthodox,0,,0.0,1200.0,1200.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,{},{},,
Scott Graham,,193.04,181.64664388762338,185.0,Orthodox,0,,0.0,1200.0,1200.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,{},{},,
Won Sik Park,1986-12-16 00:00:00,180.34,181.64664388762338,154.0,Orthodox,0,,0.0,1200.0,1200.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,{},{},,
